label,p00,p01,p02,p03,p04,p05,p06,p10,p11,p12,p13,p14,p15,p16,p20,p21,p22,p23,p24,p25,p26,p30,p31,p32,p33,p34,p35,p36,p40,p41,p42,p43,p44,p45,p46,p50,p51,p52,p53,p54,p55,p56,p60,p61,p62,p63,p64,p65,p66
2,0,0,0,0,0,0,0,0,0,10,143,199,100,0,0,0,138,180,28,157,0,0,0,1,54,132,82,0,0,66,96,180,169,34,0,22,198,159,89,135,76,0,0,0,0,0,0,0,0
0,0,0,29,25,0,0,0,0,23,186,111,152,4,0,0,148,103,0,101,171,0,0,190,50,0,0,179,51,0,154,145,55,63,193,50,0,11,131,185,160,73,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,26,129,164,145,86,0,0,90,28,1,70,140,0,0,0,54,180,217,55,0,6,59,19,2,143,67,0,26,142,140,175,108,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,151,156,0,0,0,1,162,189,221,121,0,0,71,171,0,1,204,27,0,153,63,0,111,174,4,0,86,215,202,118,4,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,4,30,128,0,0,0,72,87,93,71,0,0,5,165,62,167,1,0,0,36,141,170,73,0,0,0,0,0,160,2,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,8,80,117,102,0,0,0,65,111,16,2,0,0,0,86,148,96,112,139,3,0,0,0,0,0,136,3,0,1,67,91,128,80,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,91,85,0,0,0,91,46,153,24,0,0,10,176,43,208,0,0,0,50,143,124,141,0,0,0,0,0,117,64,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,25,64,25,0,0,0,19,155,70,142,10,0,0,31,136,88,188,1,0,0,0,24,4,148,0,0,0,0,0,21,151,0,0,0,0,0,26,86,0,0
9,0,0,0,0,0,0,0,0,0,0,41,122,7,0,0,0,93,111,170,2,0,0,8,166,99,217,2,0,0,0,3,112,126,0,0,0,0,33,153,0,0,0,0,0,56,19,0,0,0
1,0,0,0,0,0,0,0,0,0,0,8,81,0,0,0,0,0,122,109,0,0,0,0,0,157,5,0,0,0,0,10,162,0,0,0,0,0,61,69,0,0,0,0,0,38,17,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,153,10,0,0,0,0,35,184,0,0,0,0,0,145,49,0,0,0,0,47,163,0,0,0,0,5,192,26,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,25,149,155,185,0,0,0,22,61,4,171,0,0,0,15,11,130,77,0,0,132,159,240,178,7,0,0,193,148,53,73,15,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,36,137,0,0,0,68,0,119,42,0,0,12,145,30,187,20,0,0,65,161,207,102,9,0,0,0,81,83,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,1,42,94,0,0,0,53,159,102,185,1,0,0,25,9,76,183,24,0,0,1,116,230,90,38,0,0,0,90,109,0,0,0,0,0,73,14,0,0,0
0,0,0,0,0,0,0,0,0,0,0,12,145,116,0,0,0,18,196,153,239,21,0,0,135,157,163,86,0,0,62,205,74,184,0,0,0,181,224,154,8,0,0,0,14,12,0,0,0,0
0,0,0,0,0,0,0,0,0,0,29,122,156,10,0,0,0,165,13,36,86,0,0,2,131,0,23,104,0,0,0,145,0,132,25,0,0,0,104,174,88,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,20,32,0,0,4,181,138,211,51,0,0,9,18,78,102,0,0,0,0,4,166,2,0,0,0,0,85,60,0,0,0,0,0,102,1,0,0,0
6,0,0,35,63,0,0,0,0,0,141,77,0,0,0,0,0,183,0,0,0,0,0,0,190,56,197,77,0,0,0,120,225,225,141,0,0,0,0,113,98,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,38,199,139,153,108,0,0,34,68,28,166,8,0,0,0,1,157,39,0,0,0,0,50,140,0,0,0,0,0,77,11,0,0,0
2,0,0,0,32,29,0,0,0,6,177,144,205,18,0,0,0,40,0,164,55,0,0,0,8,47,214,6,0,0,108,243,246,162,72,6,0,143,110,20,87,79,1,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,8,32,129,77,0,0,24,184,107,36,11,0,0,92,171,8,0,0,0,32,29,128,16,0,0,0,79,221,136,0,0,0,0,2,6,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,115,133,41,0,0,0,39,91,128,1,0,0,0,69,69,81,89,0,0,80,7,0,39,86,0,0,79,133,125,93,1,0,0,0,0,0,0,0,0
6,0,0,0,0,16,32,0,0,0,0,39,175,43,0,0,0,51,171,19,8,0,0,36,169,14,211,134,0,0,156,33,135,219,67,0,0,59,163,100,1,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,3,30,53,0,0,0,6,125,108,173,0,0,0,0,0,48,171,6,0,0,0,40,194,59,0,0,0,0,0,138,0,0,0,0,0,2,77,0,0,0
2,0,0,0,0,0,0,0,0,0,5,128,154,2,0,0,4,163,38,143,8,0,0,8,40,34,118,0,0,0,54,169,203,64,139,35,0,119,109,75,42,3,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,8,51,40,0,0,22,154,115,71,5,0,0,64,140,0,0,0,0,33,20,138,0,0,0,0,72,131,56,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,9,54,76,153,178,0,0,128,88,45,39,161,0,0,0,0,143,188,94,0,0,38,58,5,134,49,0,0,185,203,113,167,2,0,0,0,5,29,17,0,0
7,0,0,0,0,0,0,0,0,0,23,71,103,67,0,0,0,70,50,100,167,0,0,0,50,66,218,22,0,0,0,122,213,153,21,0,0,25,204,16,0,0,0,0,80,46,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,63,91,0,0,0,0,0,119,72,0,0,0,0,0,200,3,0,0,0,0,50,153,0,0,0,0,0,100,69,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,110,21,0,0,0,0,0,142,16,0,0,0,0,0,155,11,0,0,0,0,0,176,0,0,0,0,0,0,156,10,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,15,83,81,82,0,0,0,75,101,165,0,0,0,1,161,75,188,53,0,0,101,203,219,50,28,0,0,0,65,95,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,116,205,47,0,0,2,97,84,0,130,0,0,10,116,0,43,93,0,0,49,126,7,144,9,0,0,19,205,173,47,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,1,39,89,45,0,0,0,88,108,175,1,0,0,14,187,58,203,18,0,0,59,160,229,94,8,0,0,0,36,140,0,0,0,0,0,8,25,0,0,0
9,0,0,0,0,0,0,0,0,0,87,90,0,0,0,0,0,106,178,25,0,0,0,0,100,179,82,0,0,0,0,0,0,129,0,0,0,0,0,0,134,0,0,0,0,0,0,77,0,0
0,0,0,0,0,0,0,0,0,0,56,169,190,60,0,0,0,169,225,127,208,0,0,25,228,63,22,214,0,0,42,211,14,162,130,0,0,39,250,235,154,28,0,0,0,42,11,0,0,0
0,0,0,0,0,0,0,0,0,0,6,96,163,68,0,0,10,205,179,68,182,0,0,63,174,2,0,167,0,0,125,54,0,76,131,0,0,99,151,140,145,6,0,0,0,54,31,0,0,0
9,0,0,0,0,0,0,0,0,0,0,36,115,2,0,0,0,61,128,205,0,0,0,0,61,146,147,0,0,0,0,0,146,18,0,0,0,0,61,144,0,0,0,0,0,63,13,0,0,0
5,0,0,0,0,0,0,0,0,0,0,91,57,0,0,0,0,50,68,0,0,0,0,0,41,82,0,0,0,0,0,0,44,106,0,0,0,0,36,89,77,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,135,10,0,0,0,0,42,134,0,0,0,0,0,133,28,0,0,0,0,21,138,0,0,0,0,0,137,29,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,40,16,0,55,23,0,0,95,76,0,109,47,0,0,123,159,100,145,26,0,0,5,21,27,157,17,0,0,0,0,0,132,34,0,0,0,0,0,22,20,0
8,0,0,0,0,0,0,0,0,0,0,70,180,179,11,0,0,0,164,61,135,0,0,0,17,201,137,3,0,0,34,157,193,10,0,0,0,135,165,141,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,77,154,132,18,0,0,0,89,75,191,25,0,0,0,3,165,178,183,68,0,0,0,0,0,7,211,0,0,0,2,118,181,113,0,0,0,0,22,13,0,0
3,0,0,0,0,0,0,0,0,68,151,144,133,86,0,0,0,0,0,137,73,0,0,0,121,169,215,0,0,0,0,26,0,186,16,0,1,106,120,147,150,0,0,0,51,19,19,8,0,0
5,0,0,0,0,0,0,0,0,0,81,128,100,103,0,0,0,150,82,21,0,0,0,0,3,85,137,0,0,0,33,0,0,127,4,0,0,70,126,125,105,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,54,122,125,135,0,0,0,31,10,21,177,13,0,0,0,107,129,138,98,0,0,0,0,0,102,56,0,0,158,123,126,112,0,0,0,0,3,44,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,91,81,95,90,0,0,120,31,0,0,73,0,0,81,75,0,0,74,0,0,1,5,0,0,103,0,0,0,0,0,0,93,0
7,0,0,0,0,0,0,0,0,0,0,0,19,28,0,0,9,135,136,224,54,0,0,0,7,55,113,0,0,0,0,10,168,10,0,0,0,0,145,33,0,3,0,0,8,107,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,13,34,0,0,0,29,186,172,227,19,0,0,0,0,75,155,0,0,0,0,0,190,28,0,0,0,0,65,142,0,0,0,0,0,89,50,0,0,0
3,0,0,0,0,0,0,0,0,0,12,101,172,10,0,0,3,125,43,144,42,0,0,0,70,206,184,0,0,0,22,10,20,169,0,0,0,85,161,150,83,0,0,0,0,35,37,0,0,0
7,0,0,0,0,0,0,0,0,0,16,33,65,65,0,0,0,34,107,187,15,0,0,0,6,173,64,0,0,0,6,199,150,28,0,0,0,0,132,17,0,0,0,0,0,53,50,0,0,0
9,0,0,0,0,0,0,0,0,0,2,47,5,0,0,0,1,156,87,158,79,0,0,0,154,59,186,29,0,0,0,50,170,49,0,0,0,0,55,101,0,0,0,0,0,113,6,0,0,0
9,0,0,0,0,0,0,0,0,0,1,53,28,0,0,0,0,76,20,71,0,0,0,0,84,85,71,0,0,0,0,11,83,30,0,0,0,0,0,68,0,0,0,0,0,0,64,0,0,0
8,0,0,0,0,0,0,0,0,0,1,119,169,87,0,0,0,6,214,29,179,0,0,0,6,121,175,75,0,0,1,130,224,39,0,0,0,83,178,145,0,0,0,0,22,45,2,0,0,0
5,0,0,0,0,0,0,0,0,0,10,138,161,24,0,0,0,124,178,91,77,0,0,0,128,208,41,0,0,0,0,105,115,197,0,0,0,0,67,184,175,0,0,0,0,6,48,2,0,0
8,0,0,0,0,0,0,0,0,0,0,47,114,121,24,0,0,26,177,87,164,10,0,0,98,190,117,6,0,0,87,154,107,0,0,0,0,116,145,77,0,0,0,0,0,73,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,124,96,89,74,0,0,0,97,2,0,0,0,0,71,88,0,0,0,0,20,93,49,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,137,55,158,16,0,0,32,164,112,54,0,0,4,163,51,188,3,0,0,114,183,200,192,37,0,0,55,47,160,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,109,118,115,55,0,0,40,121,15,7,0,0,0,57,153,0,0,0,0,20,60,59,85,0,0,0,12,131,146,44,0,0,0,0,4,3,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,22,13,0,19,197,152,178,213,36,0,84,122,35,162,66,0,0,0,0,145,93,0,0,0,0,98,122,0,0,0,0,0,136,8,0,0,0
2,0,0,0,14,42,0,0,0,0,0,76,218,75,0,0,0,15,63,132,163,0,0,118,227,182,240,153,0,0,243,43,107,210,92,0,0,107,190,132,13,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,14,11,0,50,3,0,2,189,169,162,166,3,0,13,89,73,190,15,0,0,0,7,181,33,0,0,0,0,119,98,0,0,0,0,0,128,3,0,0,0
6,0,0,0,1,35,0,0,0,0,1,139,70,0,0,0,0,62,103,0,0,0,0,0,147,130,125,20,0,0,0,158,60,16,117,0,0,0,37,134,138,16,0,0,0,0,0,0,0,0
6,0,0,0,0,19,12,0,0,0,0,13,141,7,0,0,0,2,139,18,0,0,0,0,95,61,60,0,0,0,0,152,183,117,0,0,0,0,126,79,0,0,0,0,0,0,0,0,0,0
6,0,0,0,4,40,0,0,0,0,0,144,140,0,0,0,0,52,191,4,0,0,0,0,160,188,243,56,0,0,0,207,219,140,0,0,0,0,120,156,8,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,29,170,192,11,0,0,0,179,127,164,2,0,0,0,45,104,133,28,35,0,82,104,222,101,164,32,0,116,168,122,88,2,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,43,0,0,80,0,0,0,78,0,0,86,0,0,0,84,0,6,87,15,0,0,77,93,86,112,57,0,0,0,0,0,6,70,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,52,142,0,0,0,0,9,173,15,0,0,0,0,119,67,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,110,1,0,0,0,0,0,135,19,0,0,0,0,0,154,1,0,0,0,0,0,161,1,0,0,0,0,0,145,29,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,2,91,27,0,0,0,0,114,80,162,12,0,0,0,137,54,209,18,0,0,0,77,199,48,0,0,0,0,98,75,0,0,0,0,0,79,0,0,0,0
5,0,0,0,0,0,0,0,0,0,9,102,112,11,0,0,0,107,102,0,0,0,0,0,116,79,22,0,0,0,0,0,31,123,0,0,0,0,62,118,87,0,0,0,0,11,34,0,0,0
8,0,0,0,0,0,0,0,0,0,0,25,55,90,47,0,0,45,190,167,160,43,0,0,143,170,115,12,0,0,97,72,156,0,0,0,0,108,139,99,0,0,0,0,32,52,0,0,0,0
2,0,0,0,0,0,0,0,0,83,121,146,57,0,0,0,45,2,5,148,0,0,0,0,0,65,93,0,0,0,0,6,202,103,80,0,0,13,180,119,58,30,0,0,2,19,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,10,46,101,0,0,3,138,119,213,62,0,0,0,0,86,89,0,0,0,0,59,143,0,0,0,0,27,176,5,0,0,0,0,58,36,0,0,0,0
4,0,0,0,0,0,0,0,0,0,103,0,13,18,0,0,42,106,0,131,44,0,0,52,160,17,192,1,0,0,0,107,146,185,0,0,0,0,0,30,182,0,0,0,0,0,7,29,0,0
8,0,0,0,0,0,0,0,0,0,0,80,176,150,0,0,0,0,151,63,169,0,0,0,45,173,146,12,0,0,2,162,160,32,0,0,0,71,212,173,6,0,0,0,15,25,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,173,15,0,0,0,0,0,217,84,0,0,0,0,4,239,43,0,0,0,0,7,254,2,0,0,0,0,6,233,2,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,37,96,137,90,0,2,168,149,144,120,2,0,1,167,114,137,2,0,0,10,202,189,1,0,0,0,0,216,135,0,0,0,0,0,51,26,0,0,0
4,0,0,0,0,0,0,0,0,32,50,0,123,4,0,0,127,54,0,155,9,0,0,145,70,0,148,31,0,0,15,146,151,198,35,0,0,0,0,0,137,8,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,57,105,165,0,0,0,132,151,30,134,0,0,4,86,0,151,17,0,0,7,97,155,230,0,0,0,178,140,113,23,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,132,47,0,0,0,0,5,210,8,0,0,0,0,34,159,0,0,0,0,0,2,179,3,0,0,0,0,0,122,81,0,0,0,0,0,3,29,0,0
3,0,0,0,0,0,0,0,0,0,61,127,126,124,0,0,0,14,1,123,93,0,0,0,35,164,203,37,0,0,10,16,41,143,0,0,31,197,124,172,29,0,0,6,34,7,5,0,0,0
7,0,0,0,0,0,0,0,0,1,20,48,44,0,0,0,87,101,81,162,0,0,0,0,0,67,114,0,0,0,0,0,128,53,0,0,0,0,0,174,6,0,0,0,0,0,116,0,0,0
9,0,0,0,0,0,0,0,0,0,6,108,109,8,0,0,7,163,54,138,44,0,0,48,156,104,193,13,0,0,0,23,131,69,0,0,0,0,36,187,0,0,0,0,0,32,77,0,0,0
5,0,0,0,0,0,0,0,0,0,0,13,65,98,0,0,0,93,88,43,5,0,0,49,152,108,96,93,0,0,170,28,0,5,115,0,0,28,0,30,124,17,0,0,0,0,63,3,0,0
3,0,0,0,0,0,0,0,0,11,85,116,114,125,7,0,3,22,2,44,157,1,0,0,70,198,217,22,0,0,48,1,17,176,1,0,0,136,156,154,53,0,0,0,2,41,0,0,0,0
7,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,117,142,146,182,24,0,0,30,112,0,126,25,0,0,0,6,0,133,0,0,0,0,0,0,158,0,0,0,0,0,0,108,0,0
3,0,0,0,0,0,0,0,0,0,28,116,124,130,0,0,0,63,69,106,81,0,0,0,139,148,209,2,0,0,18,6,6,172,0,0,0,135,139,166,55,0,0,0,0,23,7,0,0,0
4,0,0,0,0,0,0,0,0,3,8,0,48,60,0,0,99,97,0,73,71,0,0,230,129,87,118,71,0,0,19,46,74,192,71,0,0,0,0,0,145,58,0,0,0,0,0,21,2,0
5,0,0,0,0,0,0,0,0,0,0,9,4,6,13,0,0,2,146,96,107,23,0,0,122,161,11,0,0,0,39,92,165,31,0,0,0,11,94,75,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,51,1,17,1,0,0,2,182,2,141,23,0,0,126,218,170,239,20,0,0,33,60,46,193,0,0,0,0,0,0,140,0,0,0,0,0,0,56,0,0
5,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,17,122,106,87,59,0,0,116,166,13,0,0,0,0,138,157,0,0,0,0,0,109,15,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,122,184,175,187,49,0,0,8,1,0,127,61,0,0,0,0,48,154,0,0,0,0,49,202,34,1,0,0,91,203,165,165,118,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,73,172,38,0,0,0,137,243,146,209,0,0,46,220,18,2,207,4,0,134,102,2,138,131,0,0,83,206,197,118,6,0,0,0,27,30,0,0,0
6,0,0,0,16,19,0,0,0,0,0,154,35,0,0,0,0,24,169,0,0,0,0,0,98,184,111,25,0,0,0,107,153,109,85,0,0,0,11,116,38,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,2,49,2,0,48,108,157,199,179,2,0,31,71,29,191,26,0,0,0,4,164,56,0,0,0,0,125,98,0,0,0,0,0,125,0,0,0,0
9,0,0,0,0,0,0,0,0,5,101,56,0,0,0,0,41,64,48,119,0,0,0,5,119,117,132,0,0,0,0,0,64,79,0,0,0,0,0,119,102,8,0,0,0,0,48,48,0,0
9,0,0,0,0,0,0,0,0,0,0,87,98,0,0,0,0,102,84,207,31,0,0,0,170,126,186,21,0,0,0,10,175,19,0,0,0,0,93,120,0,0,0,0,0,79,7,0,0,0
3,0,0,0,0,0,0,0,0,0,96,162,113,0,0,0,0,0,116,84,0,0,0,0,53,163,167,15,0,0,1,3,13,185,28,0,0,73,160,154,38,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,34,56,0,0,0,133,107,55,0,0,0,98,111,103,0,0,0,18,96,155,20,0,0,0,20,93,53,0,0,0,0,0,0,0,0,0,0
4,0,0,0,21,0,0,0,0,0,0,108,0,0,0,0,0,11,111,43,0,0,0,0,131,69,129,0,0,0,0,20,85,122,0,0,0,0,0,3,120,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,134,228,138,0,0,0,134,182,96,245,22,0,58,214,18,129,138,1,0,117,143,54,214,5,0,0,92,246,198,61,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,82,157,152,11,0,0,16,225,131,134,11,0,0,34,136,55,50,145,0,0,0,15,20,184,90,0,0,47,207,198,85,1,0,0,0,0,0,0,0,0
6,0,0,0,0,48,10,0,0,0,0,136,109,3,0,0,0,55,127,2,16,0,0,0,173,81,171,118,0,0,27,159,178,108,94,0,0,0,140,143,37,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,21,42,38,0,0,0,0,133,80,122,0,0,0,0,83,0,100,0,0,0,0,17,0,107,0,0,0,0,0,4,111,0,0,0,0,0,9,73,0,0
4,0,0,0,0,0,0,0,0,0,0,72,40,101,0,0,0,53,122,49,109,0,0,17,160,57,182,141,0,0,143,122,126,88,17,0,0,53,0,118,2,0,0,0,0,0,0,0,0,0
6,0,0,0,30,2,0,0,0,0,0,144,14,0,0,0,0,0,164,0,0,0,0,0,23,217,114,0,0,0,0,72,140,120,0,0,0,0,18,157,35,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,7,170,0,0,0,0,0,76,149,0,0,0,0,6,206,39,0,0,0,0,114,138,0,0,0,0,2,206,19,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,122,101,107,0,0,0,0,0,0,82,0,0,0,0,0,12,87,0,0,0,0,0,69,16,0,0,0,0,0,46,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,78,165,0,0,0,0,16,217,26,0,0,0,0,129,124,0,0,0,0,0,216,31,0,0,0,0,0,0,0,0,0,0
6,0,0,0,29,25,0,0,0,0,0,89,3,0,0,0,0,1,81,0,0,0,0,0,61,71,89,0,0,0,0,96,41,73,0,0,0,0,29,89,37,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,1,136,172,25,0,0,0,105,46,150,10,0,0,0,14,80,111,48,10,0,88,110,221,92,146,2,0,126,129,96,21,0,0,0,0,0,0,0,0,0
6,0,0,0,0,32,2,0,0,0,0,90,169,7,0,0,0,7,186,5,0,0,0,0,101,110,0,0,0,0,0,173,168,101,0,0,0,0,77,185,52,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,7,86,114,75,0,0,0,124,87,99,169,0,0,0,44,198,132,9,0,0,16,144,161,0,0,0,0,19,159,149,0,0,0,0,8,90,11,0,0,0
0,0,0,0,0,0,0,0,0,0,35,68,199,6,0,0,0,184,164,148,56,0,0,0,195,36,144,71,0,0,0,226,17,231,17,0,0,0,114,220,98,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,89,124,0,0,0,0,23,222,22,0,0,0,0,175,101,0,0,0,0,112,180,0,0,0,0,0,213,66,0,0,0,0,0,45,1,0,0,0
9,0,0,0,0,0,0,0,0,0,112,97,0,0,0,0,68,236,236,158,8,0,0,80,202,205,252,83,0,0,14,167,203,234,133,0,0,0,0,0,135,151,0,0,0,0,0,35,31,0
5,0,0,0,0,0,0,0,0,0,0,0,0,16,52,0,0,18,136,130,106,9,0,0,65,171,0,0,0,0,55,79,136,0,0,0,0,33,103,6,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,88,152,146,17,0,0,0,208,50,0,0,0,0,0,11,85,106,0,0,0,10,3,0,117,34,0,0,21,151,176,175,17,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,37,66,13,0,0,0,113,135,161,183,44,0,0,144,0,103,7,129,0,0,111,0,2,7,166,0,0,37,102,106,115,51,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,107,0,126,3,0,0,0,161,1,145,0,0,0,0,119,27,139,0,0,0,0,128,131,161,0,0,0,1,135,180,57,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,6,226,3,0,0,0,0,0,215,28,0,0,3,0,0,176,46,0,0,0,0,0,139,40,0,0,0,0,0,0,0,0,0
6,0,0,37,0,0,0,0,0,11,111,0,0,0,0,0,25,113,0,81,87,0,0,31,113,28,177,140,0,0,8,153,149,215,16,0,0,0,79,70,82,25,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,153,190,113,1,0,0,0,68,70,221,55,0,0,0,9,183,171,7,0,0,0,113,158,2,0,0,0,0,102,178,160,45,0,0,0,1,46,26,0,0
7,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,157,108,105,8,0,0,0,128,0,99,34,0,0,0,11,0,128,0,0,0,0,0,27,98,0,0,0,0,0,67,34,0,0
3,0,0,0,0,0,0,0,0,22,59,36,1,0,0,0,108,136,204,117,0,0,0,35,225,173,60,4,0,0,0,5,45,101,180,23,0,0,5,94,152,143,19,0,0,0,0,0,0,0
6,0,0,0,14,0,0,0,0,0,0,95,0,0,0,0,0,26,97,0,0,0,0,0,72,41,65,0,0,0,0,73,1,63,0,0,0,0,11,89,67,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,13,20,0,58,17,0,0,22,114,0,156,5,0,0,0,152,42,156,0,0,0,0,74,176,67,0,0,0,0,0,115,1,0,0,0,0,0,37,0,0,0
8,0,0,0,0,0,0,0,0,48,116,127,96,11,0,0,131,189,41,198,15,0,0,0,88,232,102,0,0,0,0,90,92,83,143,8,0,0,47,155,49,172,24,0,0,0,44,106,30,0
5,0,0,0,0,0,0,0,0,0,94,212,191,118,12,0,59,161,7,0,0,0,0,38,170,117,26,0,0,0,4,1,44,168,40,0,0,70,135,173,206,38,0,0,0,0,0,0,0,0
2,0,0,0,51,8,0,0,0,0,5,141,140,0,0,0,0,0,26,176,0,0,0,0,1,166,54,0,0,0,50,200,218,141,102,0,0,104,115,4,0,0,0,0,0,0,0,0,0,0
6,0,0,1,21,0,0,0,0,0,85,72,0,0,0,0,0,130,3,21,24,0,0,0,107,143,158,144,0,0,0,157,39,77,87,0,0,0,52,143,108,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,163,0,0,0,0,0,0,154,0,0,0,0,0,0,160,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,13,93,62,183,5,0,0,0,43,109,113,0,0,0,0,14,137,23,0,0,0,0,0,87,1,0,0,0,0,0,43,0,0,0
2,0,0,39,38,0,0,0,0,0,23,121,0,0,0,0,0,0,112,0,0,0,0,0,10,103,0,0,0,0,0,68,149,5,0,0,0,0,67,74,114,67,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,72,192,171,63,0,0,13,145,10,10,97,1,0,16,147,65,151,14,0,0,0,106,201,89,0,0,0,0,92,186,163,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,19,140,181,108,0,0,0,84,163,13,191,25,0,0,25,159,0,122,80,0,0,79,148,0,128,114,0,0,17,201,115,210,57,0,0,0,10,56,12,0,0
9,0,0,0,0,0,0,0,0,0,2,48,25,0,0,0,5,139,82,138,0,0,0,31,100,103,150,0,0,0,0,38,24,120,0,0,0,0,0,43,94,0,0,0,0,0,46,50,0,0
6,0,0,0,9,27,0,0,0,0,1,167,42,0,0,0,0,64,138,10,0,0,0,0,98,169,186,0,0,0,0,77,144,170,0,0,0,0,13,173,25,0,0,0,0,0,0,0,0,0
